"What is 
    Digital Products & Platforms 
?","## Empowering Project Managers and Product Managers with the relevant
knowledge, skills and tools to plan, manage and deliver successful projects
and products.
The success of projects and products is pivotal in increasing an
organisation's business competitive advantage. Continual digital evolution
offers huge innovative possibilities in engaging customers in a constantly
evolving world and this has placed great importance on the project manager and
product manager role.  
  
Project management is no longer just about delivering scope within schedule
and budget; it must unlock the value and the strategic benefits that the
projects and products bring to the organisation and stakeholders. It is
essential that the individual tasked with the responsibility be equipped with
the necessary skills that are as diverse as the multitude of challenges faced.  
  
Best practice frameworks from Programme, Project and Product Management
complemented with resurgent practices such as Agile and Lean, will help
Product and Project Managers deliver better products in shorter cycles; while
continuous engagement with stakeholders and customers helps to validate/assure
the value of the products and services developed.
Our training roadmap for Project and Product Management is designed to equip
business executives, IT and non-IT professionals involved in project and
product delivery with the skills to execute their role more effectively. With
a team of industry practitioners that have an average experience exceeding 20
years, NUS-ISS is able to help both organisations and individuals to learn and
apply methodologies, best practices, and techniques in the workplace.  
  
As a Project Management Institute (PMI®) Global Registered Education Provider
(R.E.P.), NUS-ISS offers project management and related training which give
you Professional Development Units (PDUs) to maintain your PMP® credential.
View the list of courses with PDUs here.
"
"Can you give me an overview of 
     Strategic Product Manager ™ 
?","The Strategic Product Manager™ (SPMR) course is a comprehensive 4-day
programme presenting participants with a practical and interactive learning
experience while providing the necessary knowledge, skills and tools to manage
advanced products at technology and high-tech companies.
The course consists of the following three core modules:
  * Strategic Product Management™ (SPM) - This core training module provides participants with the knowledge, skills and tools to effectively plan and market technology products and services using Product Manager’s Toolkit® PMTK) and PMTK Action Model - a comprehensive set of product planning and product marketing work templates, and accompanying process methodology, that illustrate notable best practices and processes (used by top technology companies) to create successful market-driven products. _(2 days)_
  * Procedural Requirements Management™ (PRM) - This advanced training module provides participants with the knowledge, skills and tools to effectively identify and articulate market requirements. It also demonstrates effective practices that clearly identify and articulate market requirements. _(1 day)_
  * Business and Market Planning™ (BMP) - This advanced training module provides participants with the knowledge, skills and tools to effectively contribute to business and market planning activities by exploring key concepts and processes used in formulating plans that evaluate market opportunities and shape the resulting marketing efforts; i.e., business cases and market plans. _(1 day)_
All participants will receive a free license to the hosted version of the
Product Manager's Toolkit ® (PMTK) with lifetime free unlimited updates and
upgrades to PMTK. They will also receive a free copy of the The Product
Manager’s Toolkit: Methodologies, Processes and Tasks in High-Tech Product
Management book.
Watch this video to find out the definition of product management according to
the Blackblot PMTK Methodology™.
If you want to gauge the level of maturity of product management practice in
your organisation, you can use the Blackblot Product Management Maturity
Evaluator.  
  
Product Management Articles from Blackblot:
  * The Connection between Market-Driven Product Management and Marketplace Success
  * Agile and Product Management
  * What is Product Management?
  * Business Value of a Product
  * Implementing a Product Management Methodology
  * Measuring Product Success or Failure
_Upon successful completion of this course, _you will earn **12** PDUs
(Technical: 7, Strategy: 5) that_ can be used to maintain your PMP ®
credential. Note that for the purpose of PDU reporting by those with PMP®
credentials, the PMI REP Provider Number of ISS is “2339”.  
  
_This course is part of the Software Systems, Digital Products & Platforms and
Graduate Certificate in Designing and Managing Products and Platforms Series
offered by NUS-ISS.
"
"What is the 
     Strategic Product Manager ™ 
 course key takeaway?","####
At the end of the course, you will be able to:
  * Effectively plan and market technology products and services using Product Manager's Toolkit® (PMTK) and PMTK Action Model.
  * Demonstrates effective practices that clearly identify and articulate market requirements.
  * Contribute to business and market planning activities by exploring key concepts and processes used in formulating plans that evaluate market opportunities and shape the resulting marketing efforts; i.e., business cases and market plans.
  
* * *
  
"
"What will be covered in this 
     Strategic Product Manager ™ 
 course?","  * Corporate strategy mix
  * PMTK action model
  * Business case
  * Product marketing
  * Market planning
  * Agile development
  * Product planning
  * Process efficiency
  * Product delivery process and more...
  
#### Format
Lectures, workshops, and retention drills
  
* * *
  
"
"What are the 
     Strategic Product Manager ™ 
 course fees?","#### Self-sponsored
|
International Participants ****
|
S'poreans and PRs  
(aged 21 and above)
|
SkillsFuture Mid-Career Enhanced Subsidy1  
(S'poreans aged 40 and above)
|
Workfare Training Support2  
(S'poreans aged 35 and above, and earn ≤ $2,000 per month) ****  
  
---|---|---|---|---  
  
Full course fee
|
S$3600
|
S$3600
|
S$3600
|
S$3600  
  
SSG grant
|
-
|
(S$2520)
|
(S$2520)
|
(S$2520)  
  
Nett course fee
|
S$3600
|
S$1080
|
S$1080
|
S$1080  
  
7% GST on nett course fee
|
S$252
|
S$75.60
|
S$75.60
|
S$75.60  
  
Total nett course fee payable, including GST
|
S$3852
|
S$1155.60
|
S$1155.60
|
S$1155.60  
  
Less additional funding if eligible under various schemes
|
-
|
-
|
(S$720)
|
(S$900)  
  
**Total nett course fee payable, including GST** , after additional funding
from the various funding schemes
|
**S$3852**
|
**S$1155.60**
|
**S$435.60**
|
**S$255.60**  
  
  
Singaporeans aged 25 and above can use their SkillsFuture Credit to pay for
course fees, apart from government subsidies. For more information, click
here.  
  
#### Company-sponsored
|
International Participants ****
|
S'poreans and PRs  
(aged 21 and above)
|
SkillsFuture Mid-Career Enhanced Subsidy1  
(S'poreans aged 40 and above)
|
Workfare Training Support2  
(S'poreans aged 35 and above, and earn ≤ $2,000 per month) ****
|
Enhanced Training Support for SMEs3 ****
|
Notes ****  
  
---|---|---|---|---|---|---  
  
Full course fee
|
S$3600
|
S$3600
|
S$3600
|
S$3600
|
S$3600
|  
  
SSG grant
|
-
|
(S$2520)
|
(S$2520)
|
(S$2520)
|
(S$2520)
|  
  
Nett course fee
|
S$3600
|
S$1080
|
S$1080
|
S$1080
|
S$1080
|  
  
7% GST on nett course fee
|
S$252
|
S$75.60
|
S$75.60
|
S$75.60
|
S$75.60
|  
  
**Total nett course fee payable, including GST**
|
**S$3852**
|
**S$1155.60**
|
**S$1155.60**
|
**S$1155.60**
|
**S$1155.60**
|
**Fee payable to NUS-ISS**  
  
Less additional funding if eligible under various schemes#  
(company needs to submit training grant and claim via Skillsconnect)
|
-
|
-
|
(S$720)
|
(S$900)
|
(S$720)
|  
  
Total nett course fee payable, including GST, after additional funding from
the various funding schemes
|
-
|
-
|
S$435.60
|
S$255.60
|
S$435.60
|
Actual financial outlay by company  
  
### Various Funding Schemes
**1** **Mid-Career Enhanced Subsidy**
  * Singaporeans aged 40 and above may enjoy subsidies up to 90% of the course fees.
**  
2** **Workfare Training Support (WTS)**
  * Singaporeans aged 35 and above (13 years and above for Persons With Disabilities) and earn not more than $2,000 per month, may enjoy subsidies up to 95% of the course fees.
**  
3** **Enhanced Training Support**   **for**   **SMEs (ETSS)**
  * SME-sponsored employees (Singaporean Citizens and PRs) may enjoy subsidies up to 90% of the course fees. For more details, click on Enhanced Training Support for SMEs.
  
Course attendee is eligible for only one funding scheme.
#For company-sponsored participants, companies would need to pay upfront 30%
of the course fee to NUS-ISS and submit a training grant application for the
remaining eligible subsidies, and subsequently a claim in Skillsconnect. For
details, please refer to Skillsconnect guide 4.1 & 5.1.
This course is aligned to the National Infocomm Competency Framework (NICF)
and accredited by SSG. Absentee payroll and up to 70% SSG funding of the
course fee is available for eligible participants (Singapore Citizens and
Permanent Residents). Absentee payroll subsidy is available for eligible
companies and companies on a short work week system will receive the absentee
payroll subsidy based on their employees' current income. Please visit
www.ssg.gov.sg for full details.
  
* * *
  
"
"What are the certs obtained from 
     Strategic Product Manager ™ 
 course?","#### Certificate of Completion
The ISS Certificate of Completion will be issued to participants who have
attended at least 75% of the course.
#### WSQ Assessment
  * Broad Schedule of Assessment: Workshops conducted throughout the course with course workbook submitted at the end for assessment
  * Passing Criteria: Achieve above 50% for quizzes and achieve objective in the workshops
  * Assessment Method: Workshops, open-book quiz
Upon passing the assessment, Statement of Attainment (SOAs) will be issued to
certify that the participant has passed the following Competency Standard(s):
  * ICT-SNM-5002-1.1 Brand Management 
  * ICT-SNM-4002-1.1 Brand Management 
Participants may need to attend additional coaching sessions and re-
assessments if they do not pass the required competency standards. ISS
reserves the right not to disclose any information on the course assessment
process.
#### Exam
****
Course participants are given a one-time free registration to take up
Blackblot Product Management Professional™ (BPMP) certification tests. They
will be tested on the Blackblot PMTK Methodology™ which in turn helps their
companies to achieve better consistency in the internal application of the
product management discipline. Certification also allows individuals to
differentiate themselves, validate skills, and gain professional
acknowledgement in support of their career.  
  
Candidates should note the following certification requirements and format:
  1. The BPMP™ certification consists of three tests: 
    * BPMP in Product Management core test (US$100)
    * BPMP in Product Planning advanced test (US$150)
    * BPMP in Product Marketing advanced test (US$150)  
  
  2. Format: The test is an open-book, computer-based, multiple-choice, time-constrained format and delivered online via a web browser. 
    * Duration: Sixty (60) minutes
    * Questions: Sixty (60) questions
    * Passing Grade: Seventy five percent (75%)
    * Grade Type: Pass/Fail
    * Test Type: Multiple-Choice, open-Book
    * Test Results: Provided immediately on screen and email message, following completion of test  
  
  3. All participants are given a one-time free registration to take the above three BPMP™ tests. Two attempts to pass any BPMP™ test are granted per each registration. Should a participant fail any test twice and intends to re-take it, the above corresponding exam fee indicated above applies. Please visit www.blackblot.com for more information.
  
* * *
  
"
"Can you give me an overview of 
     Digital Product Strategy 
?","Building a successful digital product is more than just designing it, putting
in the latest technology and putting it on the right platforms. The journey to
developing a successful digital product strategy involves researching the
market, the competition, conversing with your potential customers to formulate
a sustainable market positioning, and a sustainable product business model.
The long term messaging and marketing that comes out from that sustainable
strategy will help you launch an amazing digital product that people loved to
use.  
  
Digital Product Strategy is a 3.7-day executive education programme (spread
over 4 weeks) that will equip product professionals with critical knowledge
and skills to enable their transition to product strategist roles in digital
product environment.  
  
This is a practice oriented course and will be facilitated by industry & ISS
practitioners. Participant will acquire skills through pre-readings, lectures,
case discussions and working in teams to develop digital product strategies to
launch and sustain their digital products. Participants are welcome to bring
their product ideas as the case for the team to work on their digital product
strategy. Participants are also expected to present the digital product
strategy to an industry panel for assessment and for feedback and learning.  
  
_You will earn **15** PDUs (Technical : 2, Leadership: 8, Strategic: 5) upon
successful completion of this course. For the purpose of PDU reporting, the
ISS PMI ® REP Provider Number is “2339”.  
  
_This course is part of the Software Systems, Digital Products & Platforms and
Graduate Certificate in Designing and Managing Products and Platforms Series
offered by NUS-ISS.
"
"What is the 
     Digital Product Strategy 
 course key takeaway?","Upon completion of the course, participants are expected to be able to:
  * understand the challenges of the digital product eco-system that the product manager operates in
  * acquire key skills to develop a strategy for the entire digital product lifecycle - from strategy to development, launch, growth and exit
  * demonstrate these understanding and skills acquisition by working in team to develop and present their digital product strategy to a panel of industry product leaders for assessment

  
* * *
  
"
"Who should attend 
     Digital Product Strategy 
 course ?","This course is intended for managers and professionals operating in the
digital product eco-system, who needs to have a practice based course to equip
themselves to develop and execute a digital product strategy.  
  
Managers and professional working on corporate planning, strategy and business
or product portfolio can also benefit.  
  
Participants are expected to come from both corporate enterprises and start-
ups, and are expected to interact to share views and experiences while working
in their respective teams.  

"
"What are the 
     Digital Product Strategy 
 course fees?","#### Self-sponsored
|
International Participants ****
|
S'poreans and PRs  
(aged 21 and above)
|
SkillsFuture Mid-Career Enhanced Subsidy1  
(S'poreans aged 40 and above)
|
Workfare Training Support2  
(S'poreans aged 35 and above, and earn ≤ $2,000 per month) ****  
  
---|---|---|---|---  
  
Full course fee
|
S$3300
|
S$3300
|
S$3300
|
S$3300  
  
SSG grant
|
-
|
(S$2310)
|
(S$2310)
|
(S$2310)  
  
Nett course fee
|
S$3300
|
S$990
|
S$990
|
S$990  
  
7% GST on nett course fee
|
S$231
|
S$69.30
|
S$69.30
|
S$69.30  
  
Total nett course fee payable, including GST
|
S$3531
|
S$1059.30
|
S$1059.30
|
S$1059.30  
  
Less additional funding if eligible under various schemes
|
-
|
-
|
(S$660)
|
(S$825)  
  
**Total nett course fee payable, including GST** , after additional funding
from the various funding schemes
|
**S$3531**
|
**S$1059.30**
|
**S$399.30**
|
**S$234.30**  
  
  
Singaporeans aged 25 and above can use their SkillsFuture Credit to pay for
course fees, apart from government subsidies. For more information, click
here.  
  
#### Company-sponsored
|
International Participants ****
|
S'poreans and PRs  
(aged 21 and above)
|
SkillsFuture Mid-Career Enhanced Subsidy1  
(S'poreans aged 40 and above)
|
Workfare Training Support2  
(S'poreans aged 35 and above, and earn ≤ $2,000 per month) ****
|
Enhanced Training Support for SMEs3 ****
|
Notes ****  
  
---|---|---|---|---|---|---  
  
Full course fee
|
S$3300
|
S$3300
|
S$3300
|
S$3300
|
S$3300
|  
  
SSG grant
|
-
|
(S$2310)
|
(S$2310)
|
(S$2310)
|
(S$2310)
|  
  
Nett course fee
|
S$3300
|
S$990
|
S$990
|
S$990
|
S$990
|  
  
7% GST on nett course fee
|
S$231
|
S$69.30
|
S$69.30
|
S$69.30
|
S$69.30
|  
  
**Total nett course fee payable, including GST**
|
**S$3531**
|
**S$1059.30**
|
**S$1059.30**
|
**S$1059.30**
|
**S$1059.30**
|
**Fee payable to NUS-ISS**  
  
Less additional funding if eligible under various schemes#  
(company needs to submit training grant and claim via Skillsconnect)
|
-
|
-
|
(S$660)
|
(S$825)
|
(S$660)
|  
  
Total nett course fee payable, including GST, after additional funding from
the various funding schemes
|
-
|
-
|
S$399.30
|
S$234.30
|
S$399.30
|
Actual financial outlay by company  
  
### Various Funding Schemes
**1** **Mid-Career Enhanced Subsidy**
  * Singaporeans aged 40 and above may enjoy subsidies up to 90% of the course fees.
**  
2** **Workfare Training Support (WTS)**
  * Singaporeans aged 35 and above (13 years and above for Persons With Disabilities) and earn not more than $2,000 per month, may enjoy subsidies up to 95% of the course fees.
**  
3** **Enhanced Training Support**   **for**   **SMEs (ETSS)**
  * SME-sponsored employees (Singaporean Citizens and PRs) may enjoy subsidies up to 90% of the course fees. For more details, click on Enhanced Training Support for SMEs.
  
Course attendee is eligible for only one funding scheme.
#For company-sponsored participants, companies would need to pay upfront 30%
of the course fee to NUS-ISS and submit a training grant application for the
remaining eligible subsidies, and subsequently a claim in Skillsconnect. For
details, please refer to Skillsconnect guide 4.1 & 5.1.
This course is aligned to the National Infocomm Competency Framework (NICF)
and accredited by SSG. Absentee payroll and up to 70% SSG funding of the
course fee is available for eligible participants (Singapore Citizens and
Permanent Residents). Absentee payroll subsidy is available for eligible
companies and companies on a short work week system will receive the absentee
payroll subsidy based on their employees' current income. Please visit
www.ssg.gov.sg for full details.
  
* * *
  
"
